FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Salary,Team,TierRank
Jonathan,Chi@Hou 01:00PM ET,7147385,Grimes,Jonathan Grimes,Jonathan Grimes (7147385),CHI,RB,0.0,0.0,0.0,0.0,3000,HOU,0.0
Frankie,SD@KC 01:00PM ET,7147591,Hammond,Frankie Hammond,Frankie Hammond (7147591),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
T.J.,Cle@Phi 01:00PM ET,7147517,Graham,T.J. Graham,T.J. Graham (7147517),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Chris,Cle@Phi 01:00PM ET,7147518,Givens,Chris Givens,Chris Givens (7147518),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Glenn,Cle@Phi 01:00PM ET,7147312,Winston,Glenn Winston,Glenn Winston (7147312),PHI,RB,0.0,0.0,0.0,0.0,3000,CLE,0.0
Keshawn,NE@Ari 08:30PM ET,7147759,Martin,Keshawn Martin,Keshawn Martin (7147759),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Myles,NYG@Dal 04:25PM ET,7147712,White,Myles White,Myles White (7147712),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
Troy,Min@Ten 01:00PM ET,7147497,Stoudermire,Troy Stoudermire,Troy Stoudermire (7147497),TEN,WR,0.0,0.0,0.0,0.0,3000,MIN,0.0
Jarrett,Buf@Bal 01:00PM ET,7147617,Boykin,Jarrett Boykin,Jarrett Boykin (7147617),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
B.J.,Chi@Hou 01:00PM ET,7147638,Daniels,B.J. Daniels,B.J. Daniels (7147638),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Jordan,Det@Ind 04:25PM ET,7147445,Todman,Jordan Todman,Jordan Todman (7147445),DET,RB,0.0,0.0,0.0,0.0,3000,IND,0.0
Jarius,Min@Ten 01:00PM ET,7147498,Wright,Jarius Wright,Jarius Wright (7147498),TEN,WR,0.0,5.1,5.1,0.0,3000,MIN,0.0
Brandon,NE@Ari 08:30PM ET,7147459,Bolden,Brandon Bolden,Brandon Bolden (7147459),ARI,RB,0.0,2.1,2.1,0.0,3000,NE,0.0
Lance,NYG@Dal 04:25PM ET,7147432,Dunbar,Lance Dunbar,Lance Dunbar (7147432),NYG,RB,0.0,0.0,0.0,0.0,3000,DAL,0.0
Jonas,GB@Jax 01:00PM ET,7147401,Gray,Jonas Gray,Jonas Gray (7147401),GB,RB,0.0,0.0,0.0,0.0,3000,JAX,0.0
Kyle,Min@Ten 01:00PM ET,7147794,Rudolph,Kyle Rudolph,Kyle Rudolph (7147794),TEN,TE,8.39,11.0,9.4494155198,7.69,3000,MIN,4.0
Russell,TB@Atl 01:00PM ET,7147474,Shepard,Russell Shepard,Russell Shepard (7147474),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Josh,Det@Ind 04:25PM ET,7147735,Boyce,Josh Boyce,Josh Boyce (7147735),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Matthew,Cin@NYJ 01:00PM ET,7147325,Tucker,Matthew Tucker,Matthew Tucker (7147325),CIN,RB,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Mike,TB@Atl 01:00PM ET,7147279,James,Mike James,Mike James (7147279),ATL,RB,0.0,0.0,0.0,0.0,3000,TB,0.0
Tommy,Cin@NYJ 01:00PM ET,7147326,Bohanon,Tommy Bohanon,Tommy Bohanon (7147326),CIN,RB,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Rex,Cin@NYJ 01:00PM ET,7147327,Burkhead,Rex Burkhead,Rex Burkhead (7147327),NYJ,RB,0.0,1.5,1.5,0.0,3000,CIN,0.0
Michael,Buf@Bal 01:00PM ET,7147618,Campanaro,Michael Campanaro,Michael Campanaro (7147618),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Nikita,NYG@Dal 04:25PM ET,7147433,Whitlock,Nikita Whitlock,Nikita Whitlock (7147433),DAL,RB,0.0,0.0,0.0,0.0,3000,NYG,0.0
Damian,Det@Ind 04:25PM ET,7147736,Copeland,Damian Copeland,Damian Copeland (7147736),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Tyler,NE@Ari 08:30PM ET,7147461,Gaffney,Tyler Gaffney,Tyler Gaffney (7147461),ARI,RB,0.0,0.0,0.0,0.0,3000,NE,0.0
Stepfan,NE@Ari 08:30PM ET,7147462,Taylor,Stepfan Taylor,Stepfan Taylor (7147462),NE,RB,0.0,0.0,0.0,0.0,3000,ARI,0.0
Tony,GB@Jax 01:00PM ET,7147662,Washington,Tony Washington,Tony Washington (7147662),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Branden,SD@KC 01:00PM ET,7147357,Oliver,Branden Oliver,Branden Oliver (7147357),KC,RB,0.0,0.0,0.0,0.0,3000,SD,0.0
Cameron,Mia@Sea 04:05PM ET,7147413,Marshall,Cameron Marshall,Cameron Marshall (7147413),MIA,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0
Marquise,Buf@Bal 01:00PM ET,7147619,Goodwin,Marquise Goodwin,Marquise Goodwin (7147619),BAL,WR,0.0,6.7,6.7,0.0,3000,BUF,0.0
Mitch,SD@KC 01:00PM ET,7147593,Mathews,Mitch Mathews,Mitch Mathews (7147593),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Kerwynn,NE@Ari 08:30PM ET,7147463,Williams,Kerwynn Williams,Kerwynn Williams (7147463),NE,RB,0.0,0.0,0.0,0.0,3000,ARI,0.0
Andre,Det@Ind 04:25PM ET,7147737,Debose,Andre Debose,Andre Debose (7147737),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Shaq,GB@Jax 01:00PM ET,7147663,Evans,Shaq Evans,Shaq Evans (7147663),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Rodney,NYG@Dal 04:25PM ET,7147713,Smith,Rodney Smith,Rodney Smith (7147713),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Ed,GB@Jax 01:00PM ET,7147664,Williams,Ed Williams,Ed Williams (7147664),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
Josh,Chi@Hou 01:00PM ET,7147640,Lenz,Josh Lenz,Josh Lenz (7147640),CHI,WR,0.0,0.0,0.0,0.0,3000,HOU,0.0
Nick,TB@Atl 01:00PM ET,7147476,Williams,Nick Williams,Nick Williams (7147476),TB,WR,2.12,1.3,1.3,0.0,3000,ATL,0.0
Devin,NYG@Dal 04:25PM ET,7147714,Street,Devin Street,Devin Street (7147714),NYG,WR,0.0,0.0,0.0,0.0,3000,DAL,0.0
Chris,Buf@Bal 01:00PM ET,7147620,Matthews,Chris Matthews,Chris Matthews (7147620),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Aaron,NE@Ari 08:30PM ET,7147761,Dobson,Aaron Dobson,Aaron Dobson (7147761),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Bernard,Cin@NYJ 01:00PM ET,7147328,Pierce,Bernard Pierce,Bernard Pierce (7147328),CIN,RB,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Daniel,Mia@Sea 04:05PM ET,7147415,Thomas,Daniel Thomas,Daniel Thomas (7147415),SEA,RB,0.0,0.0,0.0,0.0,3000,MIA,0.0
Terrell,Min@Ten 01:00PM ET,7147499,Sinkfield,Terrell Sinkfield,Terrell Sinkfield (7147499),TEN,WR,0.0,0.0,0.0,0.0,3000,MIN,0.0
Dominique,Cin@NYJ 01:00PM ET,7147329,Williams,Dominique Williams,Dominique Williams (7147329),CIN,RB,0.0,0.0,0.0,0.0,3000,NYJ,0.0
A.J.,Mia@Sea 04:05PM ET,7147686,Cruz,A.J. Cruz,A.J. Cruz (7147686),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
Kadron,NYG@Dal 04:25PM ET,7147715,Boone,Kadron Boone,Kadron Boone (7147715),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
James,Cin@NYJ 01:00PM ET,7147545,Wright,James Wright,James Wright (7147545),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Storm,TB@Atl 01:00PM ET,7147281,Johnson,Storm Johnson,Storm Johnson (7147281),ATL,RB,0.0,0.0,0.0,0.0,3000,TB,0.0
Justin,Min@Ten 01:00PM ET,7147500,Hunter,Justin Hunter,Justin Hunter (7147500),MIN,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0
Rajion,Cle@Phi 01:00PM ET,7147313,Neal,Rajion Neal,Rajion Neal (7147313),PHI,RB,0.0,0.0,0.0,0.0,3000,CLE,0.0
Trey,SD@KC 01:00PM ET,7147359,Millard,Trey Millard,Trey Millard (7147359),SD,RB,0.0,0.0,0.0,0.0,3000,KC,0.0
Jay,Chi@Hou 01:00PM ET,7147388,Prosch,Jay Prosch,Jay Prosch (7147388),CHI,RB,0.0,0.0,0.0,0.0,3000,HOU,0.0
Jalston,Min@Ten 01:00PM ET,7147296,Fowler,Jalston Fowler,Jalston Fowler (7147296),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Jeff,Cin@NYJ 01:00PM ET,7147330,Luc,Jeff Luc,Jeff Luc (7147330),NYJ,RB,0.0,0.0,0.0,0.0,3000,CIN,0.0
TJ,Det@Ind 04:25PM ET,7147738,Jones,TJ Jones,TJ Jones (7147738),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Kenbrell,Cin@NYJ 01:00PM ET,7147547,Thompkins,Kenbrell Thompkins,Kenbrell Thompkins (7147547),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Joey,NE@Ari 08:30PM ET,7147464,Iosefa,Joey Iosefa,Joey Iosefa (7147464),ARI,RB,0.0,0.0,0.0,0.0,3000,NE,0.0
Kain,Buf@Bal 01:00PM ET,7147621,Colter,Kain Colter,Kain Colter (7147621),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Rashad,GB@Jax 01:00PM ET,7147667,Lawrence,Rashad Lawrence,Rashad Lawrence (7147667),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Orleans,NYG@Dal 04:25PM ET,7147434,Darkwa,Orleans Darkwa,Orleans Darkwa (7147434),DAL,RB,0.0,2.1,3.65386644962,0.0,3000,NYG,0.0
Rod,SD@KC 01:00PM ET,7147594,Streater,Rod Streater,Rod Streater (7147594),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Jamel,GB@Jax 01:00PM ET,7147668,Johnson,Jamel Johnson,Jamel Johnson (7147668),JAX,WR,0.0,0.0,0.0,0.0,3000,GB,0.0
R.J.,Oak@NO 01:00PM ET,7147566,Harris,R.J. Harris,R.J. Harris (7147566),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Michael,Cin@NYJ 01:00PM ET,7147548,Bennett,Michael Bennett,Michael Bennett (7147548),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Marcus,Oak@NO 01:00PM ET,7147346,Murphy,Marcus Murphy,Marcus Murphy (7147346),OAK,RB,0.0,0.0,0.0,0.0,3000,NO,0.0
Andre,NYG@Dal 04:25PM ET,7147435,Williams,Andre Williams,Andre Williams (7147435),DAL,RB,0.0,0.0,0.0,0.0,3000,NYG,0.0
Clive,Oak@NO 01:00PM ET,7147835,Walford,Clive Walford,Clive Walford (7147835),NO,TE,8.36,8.8,7.81584810419,6.95,3000,OAK,7.0
Rod,NYG@Dal 04:25PM ET,7147436,Smith,Rod Smith,Rod Smith (7147436),NYG,RB,0.0,0.0,0.0,0.0,3000,DAL,0.0
Joshua,Chi@Hou 01:00PM ET,7147641,Bellamy,Joshua Bellamy,Joshua Bellamy (7147641),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Senorise,Chi@Hou 01:00PM ET,7147389,Perry,Senorise Perry,Senorise Perry (7147389),HOU,RB,0.0,0.0,0.0,0.0,3000,CHI,0.0
Jordan,TB@Atl 01:00PM ET,7147478,Leslie,Jordan Leslie,Jordan Leslie (7147478),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Neal,GB@Jax 01:00PM ET,7147669,Sterling,Neal Sterling,Neal Sterling (7147669),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Walt,Buf@Bal 01:00PM ET,7147622,Powell,Walt Powell,Walt Powell (7147622),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Javontee,SD@KC 01:00PM ET,7147595,Herndon,Javontee Herndon,Javontee Herndon (7147595),KC,WR,0.0,0.0,0.0,0.0,3000,SD,0.0
Malcolm,Cle@Phi 01:00PM ET,7147314,Johnson,Malcolm Johnson,Malcolm Johnson (7147314),PHI,RB,0.0,1.1,1.1,0.0,3000,CLE,0.0
Jonathan,TB@Atl 01:00PM ET,7147479,Krause,Jonathan Krause,Jonathan Krause (7147479),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Josh,Cle@Phi 01:00PM ET,7147522,Huff,Josh Huff,Josh Huff (7147522),CLE,WR,0.0,3.4,3.4,0.0,3000,PHI,0.0
Soma,Chi@Hou 01:00PM ET,7147390,Vainuku,Soma Vainuku,Soma Vainuku (7147390),CHI,RB,0.0,0.0,0.0,0.0,3000,HOU,0.0
Andrew,Min@Ten 01:00PM ET,7147501,Turzilli,Andrew Turzilli,Andrew Turzilli (7147501),MIN,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0
Brandon,Oak@NO 01:00PM ET,7147567,Coleman,Brandon Coleman,Brandon Coleman (7147567),OAK,WR,4.45,1.2,1.21953853622,0.0,3000,NO,0.0
Sam,Min@Ten 01:00PM ET,7147297,Bergen,Sam Bergen,Sam Bergen (7147297),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Michael,Det@Ind 04:25PM ET,7147447,Burton,Michael Burton,Michael Burton (7147447),IND,RB,0.0,0.0,0.0,0.0,3000,DET,0.0
Corey,GB@Jax 01:00PM ET,7147404,Grant,Corey Grant,Corey Grant (7147404),GB,RB,0.0,0.0,0.0,0.0,3000,JAX,0.0
Kaelin,Buf@Bal 01:00PM ET,7147624,Clay,Kaelin Clay,Kaelin Clay (7147624),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Antwan,Mia@Sea 04:05PM ET,7147688,Goodley,Antwan Goodley,Antwan Goodley (7147688),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Matt,Mia@Sea 04:05PM ET,7147689,Hazel,Matt Hazel,Matt Hazel (7147689),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
Keith,Chi@Hou 01:00PM ET,7147642,Mumphery,Keith Mumphery,Keith Mumphery (7147642),CHI,WR,0.0,2.0,2.0,0.0,3000,HOU,0.0
Da'Ron,SD@KC 01:00PM ET,7147598,Brown,Da'Ron Brown,Da'Ron Brown (7147598),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Kevin,Mia@Sea 04:05PM ET,7147690,Smith,Kevin Smith,Kevin Smith (7147690),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Corey,Det@Ind 04:25PM ET,7147739,Fuller,Corey Fuller,Corey Fuller (7147739),IND,WR,0.0,0.0,0.0,0.0,3000,DET,0.0
Jake,Cin@NYJ 01:00PM ET,7147549,Kumerow,Jake Kumerow,Jake Kumerow (7147549),NYJ,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0
Geremy,NYG@Dal 04:25PM ET,7147716,Davis,Geremy Davis,Geremy Davis (7147716),DAL,WR,0.0,0.0,0.0,0.0,3000,NYG,0.0
David,Min@Ten 01:00PM ET,7147298,Fluellen,David Fluellen,David Fluellen (7147298),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Bernard,TB@Atl 01:00PM ET,7147481,Reedy,Bernard Reedy,Bernard Reedy (7147481),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Jamize,Oak@NO 01:00PM ET,7147347,Olawale,Jamize Olawale,Jamize Olawale (7147347),NO,RB,0.0,1.0,1.0,0.0,3000,OAK,0.0
Paul,Mia@Sea 04:05PM ET,7147691,Richardson,Paul Richardson,Paul Richardson (7147691),MIA,WR,2.96,4.6,6.4435974274,0.0,3000,SEA,0.0
Douglas,Mia@Sea 04:05PM ET,7147692,McNeil III,Douglas McNeil III,Douglas McNeil III (7147692),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Daniel,Buf@Bal 01:00PM ET,7147625,Brown,Daniel Brown,Daniel Brown (7147625),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Reggie,Oak@NO 01:00PM ET,7147569,Bell,Reggie Bell,Reggie Bell (7147569),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Isaiah,SD@KC 01:00PM ET,7147599,Burse,Isaiah Burse,Isaiah Burse (7147599),KC,WR,0.0,0.0,0.0,0.0,3000,SD,0.0
Freddie,TB@Atl 01:00PM ET,7147482,Martino,Freddie Martino,Freddie Martino (7147482),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Cameron,Chi@Hou 01:00PM ET,7147646,Meredith,Cameron Meredith,Cameron Meredith (7147646),HOU,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0
Antonio,Min@Ten 01:00PM ET,7147300,Andrews,Antonio Andrews,Antonio Andrews (7147300),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Zach,Det@Ind 04:25PM ET,7147448,Zenner,Zach Zenner,Zach Zenner (7147448),IND,RB,4.12,5.6,5.5638244432,0.0,3000,DET,0.0
Kenny,Chi@Hou 01:00PM ET,7147392,Hilliard,Kenny Hilliard,Kenny Hilliard (7147392),CHI,RB,0.0,0.0,0.0,0.0,3000,HOU,0.0
Paul,Cle@Phi 01:00PM ET,7147523,Turner,Paul Turner,Paul Turner (7147523),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Dreamius,SD@KC 01:00PM ET,7147360,Smith,Dreamius Smith,Dreamius Smith (7147360),KC,RB,0.0,0.0,0.0,0.0,3000,SD,0.0
Terron,TB@Atl 01:00PM ET,7147282,Ward,Terron Ward,Terron Ward (7147282),TB,RB,0.0,1.2,1.2,0.0,3000,ATL,0.0
David,Min@Ten 01:00PM ET,7147301,Cobb,David Cobb,David Cobb (7147301),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Blake,Min@Ten 01:00PM ET,7147302,Renaud,Blake Renaud,Blake Renaud (7147302),TEN,RB,0.0,0.0,0.0,0.0,3000,MIN,0.0
Titus,Cin@NYJ 01:00PM ET,7147550,Davis,Titus Davis,Titus Davis (7147550),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Quan,Det@Ind 04:25PM ET,7147740,Bray,Quan Bray,Quan Bray (7147740),DET,WR,0.0,3.6,3.6,0.0,3000,IND,0.0
Braxton,Chi@Hou 01:00PM ET,7147647,Miller,Braxton Miller,Braxton Miller (7147647),CHI,WR,4.36,5.3,5.53806116468,4.76,3000,HOU,0.0
Tre,Min@Ten 01:00PM ET,7147503,McBride,Tre McBride,Tre McBride (7147503),MIN,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0
Jared,Oak@NO 01:00PM ET,7147571,Dangerfield,Jared Dangerfield,Jared Dangerfield (7147571),OAK,WR,0.0,0.0,0.0,0.0,3000,NO,0.0
Rashawn,Mia@Sea 04:05PM ET,7147694,Scott,Rashawn Scott,Rashawn Scott (7147694),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
David,Cle@Phi 01:00PM ET,7147524,Watford,David Watford,David Watford (7147524),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Gary,Buf@Bal 01:00PM ET,7147626,Chambers,Gary Chambers,Gary Chambers (7147626),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Amir,NE@Ari 08:30PM ET,7147764,Carlisle,Amir Carlisle,Amir Carlisle (7147764),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Tre,Mia@Sea 04:05PM ET,7147417,Madden,Tre Madden,Tre Madden (7147417),MIA,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0
Quenton,Chi@Hou 01:00PM ET,7147648,Bundrage,Quenton Bundrage,Quenton Bundrage (7147648),CHI,WR,0.0,0.0,0.0,0.0,3000,HOU,0.0
Kevin,Min@Ten 01:00PM ET,7147303,Monangai,Kevin Monangai,Kevin Monangai (7147303),TEN,RB,0.0,0.0,0.0,0.0,3000,MIN,0.0
Dezmin,Buf@Bal 01:00PM ET,7147627,Lewis,Dezmin Lewis,Dezmin Lewis (7147627),BAL,WR,0.0,0.0,0.0,0.0,3000,BUF,0.0
Gus,TB@Atl 01:00PM ET,7147284,Johnson,Gus Johnson,Gus Johnson (7147284),TB,RB,0.0,0.0,0.0,0.0,3000,ATL,0.0
Adam,TB@Atl 01:00PM ET,7147484,Humphries,Adam Humphries,Adam Humphries (7147484),ATL,WR,6.64,1.2,8.30042421151,0.0,3000,TB,0.0
Charone,Cin@NYJ 01:00PM ET,7147551,Peake,Charone Peake,Charone Peake (7147551),CIN,WR,0.0,1.8,1.8,0.0,3000,NYJ,0.0
Tyler,Chi@Hou 01:00PM ET,7147394,Ervin,Tyler Ervin,Tyler Ervin (7147394),CHI,RB,0.0,3.4,3.4,0.0,3000,HOU,0.0
Xavier,Cle@Phi 01:00PM ET,7147525,Rush,Xavier Rush,Xavier Rush (7147525),CLE,WR,0.0,0.0,0.0,0.0,3000,PHI,0.0
Bronson,Cin@NYJ 01:00PM ET,7147332,Hill,Bronson Hill,Bronson Hill (7147332),NYJ,RB,0.0,0.0,0.0,0.0,3000,CIN,0.0
Jamal,GB@Jax 01:00PM ET,7147672,Robinson,Jamal Robinson,Jamal Robinson (7147672),GB,WR,0.0,0.0,0.0,0.0,3000,JAX,0.0
Jaxon,NE@Ari 08:30PM ET,7147765,Shipley,Jaxon Shipley,Jaxon Shipley (7147765),NE,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0
Deshon,Mia@Sea 04:05PM ET,7147696,Foxx,Deshon Foxx,Deshon Foxx (7147696),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Marken,Min@Ten 01:00PM ET,7147504,Michel,Marken Michel,Marken Michel (7147504),TEN,WR,0.0,0.0,0.0,0.0,3000,MIN,0.0
K.J.,Oak@NO 01:00PM ET,7147572,Brent,K.J. Brent,K.J. Brent (7147572),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Tanner,Mia@Sea 04:05PM ET,7147697,McEvoy,Tanner McEvoy,Tanner McEvoy (7147697),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
Brandon,TB@Atl 01:00PM ET,7147285,Wilds,Brandon Wilds,Brandon Wilds (7147285),TB,RB,0.0,0.0,0.0,0.0,3000,ATL,0.0
Devin,NE@Ari 08:30PM ET,7147766,Lucien,Devin Lucien,Devin Lucien (7147766),ARI,WR,0.0,0.0,0.0,0.0,3000,NE,0.0
Aaron,GB@Jax 01:00PM ET,7147405,Ripkowski,Aaron Ripkowski,Aaron Ripkowski (7147405),JAX,RB,0.0,0.0,0.0,0.0,3000,GB,0.0
David,TB@Atl 01:00PM ET,7147485,Glidden,David Glidden,David Glidden (7147485),TB,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0
Jakeem,Mia@Sea 04:05PM ET,7147699,Grant,Jakeem Grant,Jakeem Grant (7147699),SEA,WR,0.0,0.0,0.0,0.0,3000,MIA,0.0
James,Buf@Bal 01:00PM ET,7147376,Wilder,James Wilder,James Wilder (7147376),BAL,RB,0.0,0.0,0.0,0.0,3000,BUF,0.0
Marcus,Det@Ind 04:25PM ET,7147742,Leak,Marcus Leak,Marcus Leak (7147742),DET,WR,0.0,0.0,0.0,0.0,3000,IND,0.0
Brandon,GB@Jax 01:00PM ET,7147406,Ross,Brandon Ross,Brandon Ross (7147406),JAX,RB,0.0,0.0,0.0,0.0,3000,GB,0.0
Romar,Cin@NYJ 01:00PM ET,7147333,Morris,Romar Morris,Romar Morris (7147333),CIN,RB,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Darius,Cle@Phi 01:00PM ET,7147526,Jennings,Darius Jennings,Darius Jennings (7147526),PHI,WR,0.0,0.0,0.0,0.0,3000,CLE,0.0
Devin,Cin@NYJ 01:00PM ET,7147552,Smith,Devin Smith,Devin Smith (7147552),CIN,WR,0.0,0.0,0.0,0.0,3000,NYJ,0.0
Evan,TB@Atl 01:00PM ET,7147486,Spencer,Evan Spencer,Evan Spencer (7147486),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Brandon,Mia@Sea 04:05PM ET,7147419,Cottom,Brandon Cottom,Brandon Cottom (7147419),MIA,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0
Akeem,Chi@Hou 01:00PM ET,7147395,Hunt,Akeem Hunt,Akeem Hunt (7147395),CHI,RB,0.0,0.0,0.0,0.0,3000,HOU,0.0
Raheem,Cle@Phi 01:00PM ET,7147315,Mostert,Raheem Mostert,Raheem Mostert (7147315),PHI,RB,0.0,0.0,0.0,0.0,3000,CLE,0.0
Derek,SD@KC 01:00PM ET,7147362,Watt,Derek Watt,Derek Watt (7147362),KC,RB,0.0,0.0,0.0,0.0,3000,SD,0.0
Chris,Buf@Bal 01:00PM ET,7147629,Moore,Chris Moore,Chris Moore (7147629),BUF,WR,0.0,1.0,1.0,0.0,3000,BAL,0.0
Elijhaa,NE@Ari 08:30PM ET,7147467,Penny,Elijhaa Penny,Elijhaa Penny (7147467),NE,RB,0.0,0.0,0.0,0.0,3000,ARI,0.0
Andre,TB@Atl 01:00PM ET,7147487,Davis,Andre Davis,Andre Davis (7147487),ATL,WR,0.0,0.0,0.0,0.0,3000,TB,0.0
Malcolm,NE@Ari 08:30PM ET,7147767,Mitchell,Malcolm Mitchell,Malcolm Mitchell (7147767),ARI,WR,0.0,2.5,1.23133569817,0.0,3000,NE,0.0
Marvin,Oak@NO 01:00PM ET,7147573,Hall,Marvin Hall,Marvin Hall (7147573),NO,WR,0.0,0.0,0.0,0.0,3000,OAK,0.0
Chuck,Buf@Bal 01:00PM ET,7147630,Jacobs,Chuck Jacobs,Chuck Jacobs (7147630),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Jeremy,Buf@Bal 01:00PM ET,7147631,Butler,Jeremy Butler,Jeremy Butler (7147631),BUF,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0
Daniel,Oak@NO 01:00PM ET,7147349,Lasco,Daniel Lasco,Daniel Lasco (7147349),OAK,RB,0.0,1.0,1.0,0.0,3000,NO,0.0
Tra,Cin@NYJ 01:00PM ET,7147334,Carson,Tra Carson,Tra Carson (7147334),NYJ,RB,0.0,0.0,0.0,0.0,3000,CIN,0.0
De'Anthony,SD@KC 01:00PM ET,7147601,Thomas,De'Anthony Thomas,De'Anthony Thomas (7147601),SD,WR,0.0,0.0,0.0,0.0,3000,KC,0.0
Bishop,Min@Ten 01:00PM ET,7147304,Sankey,Bishop Sankey,Bishop Sankey (7147304),MIN,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0
Tani,Mia@Sea 04:05PM ET,7147420,Tupou,Tani Tupou,Tani Tupou (7147420),MIA,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0
Kasen,Mia@Sea 04:05PM ET,7147700,Williams,Kasen Williams,Kasen Williams (7147700),MIA,WR,0.0,0.0,0.0,0.0,3000,SEA,0.0
